time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
79500,2022-07-04 22:38:37,40.4397183734062,-79.9470038205241,134.186356,,,1061.7940044498,83.66142,8.7688048,548.44818028,628.38912772,19,5,11.99,1062.1220884498,134.51444,30.4894922,548.44818028,-5.368656,6.934514,0,214.4, -5.5, -6.4,0,1,1024,1024,1024,1024,0,0,0,0,218.8,-26.6,91,4.007,3.99,3.991,0,0,0,7.273,84.92,1061.7940044498,134.186356,37,Quick_Shot,
79600,2022-07-04 22:38:37,40.4397161019514,-79.9470001293373,134.186356,,,1061.7940044498,83.66142,8.7688048,549.212616,629.70474456,19,5,11.99,1062.1220884498,134.51444,30.4894922,549.212616,-5.368656,6.934514,0,214.7, -5.5, -6.3,0,1,1024,1024,1024,1024,0,0,0,0,219,-26.6,91,4.007,3.99,3.991,0,0,0,7.273,84.92,1061.7940044498,134.186356,37,Quick_Shot,
79700,2022-07-04 22:38:37,40.4397139228791,-79.9469963825683,134.186356,,,1061.7940044498,83.66142,8.9030212,549.94752416,631.01379972,19,5,11.99,1062.1220884498,134.51444,30.4894922,549.94752416,-5.59235,6.934514,0,214.9, -5.5, -6.5,0,1,1024,1024,1024,1024,0,0,0,0,219.3,-26.6,91,4.007,3.99,3.991,0,0,0,7.273,84.92,1061.7940044498,134.186356,37,Quick_Shot,
79800,2022-07-04 22:38:37,40.4397116063297,-79.946992654777,133.858272,,,1061.4659204498,83.66142,8.9030212,550.73492576,632.35238244,19,5,11.985,1062.1220884498,134.51444,30.4894922,550.73492576,-5.59235,6.934514,0,215.2, -5.8, -6.6,0,1,1024,1024,1024,1024,0,0,0,0,219.6,-26.6,91,4.003,3.987,3.992,0,0,0,7.399,84.92,1061.4659204498,133.858272,37,Quick_Shot,
79900,2022-07-04 22:38:38,40.4397093470738,-79.9469889144353,133.858272,,,1061.4659204498,83.66142,8.9030212,551.50264232,633.6778418,19,5,11.985,1062.1220884498,134.51444,30.4894922,551.50264232,-5.59235,6.934514,0,215.5, -6.6, -6.5,0,1,1024,1024,1024,1024,0,0,0,0,219.9,-26.6,91,4.003,3.987,3.992,0,0,0,7.399,84.92,1061.4659204498,133.858272,37,Quick_Shot,
80000,2022-07-04 22:38:38,40.439706985978,-79.9469851541592,134.186356,,,1061.7940044498,83.66142,8.9030212,552.30972896,635.02954788,19,5,11.985,1062.1220884498,134.51444,30.4894922,552.30972896,-5.59235,6.934514,0,215.8, -6.3, -6.7,0,1,1024,1024,1024,1024,0,0,0,0,220.3,-26.6,91,4.003,3.987,3.992,0,0,0,7.399,84.92,1061.7940044498,134.186356,37,Quick_Shot,
80100,2022-07-04 22:38:38,40.4397044978222,-79.9469813786762,134.186356,,,1061.7940044498,83.66142,9.059607,553.16274736,636.4173432,19,5,11.985,1062.1220884498,134.51444,30.4894922,553.16274736,-5.816044,6.934514,0,216, -6.2, -6.8,0,1,1024,1024,1024,1024,0,0,0,0,220.6,-26.6,91,4.003,3.987,3.992,0,0,0,7.399,84.92,1061.7940044498,134.186356,37,Quick_Shot,
80200,2022-07-04 22:38:38,40.4397020760062,-79.9469775948695,133.858272,,,1061.4659204498,83.66142,9.059607,553.99608072,637.79201516,19,5,11.985,1062.1220884498,134.51444,30.4894922,553.99608072,-5.816044,7.158208,0,216.4, -7.2, -6.9,0,1,1024,1024,1024,1024,0,0,0,0,220.9,-26.6,91,4.003,3.987,3.992,0,0,0,7.399,84.92,1061.4659204498,133.858272,37,Quick_Shot,
80300,2022-07-04 22:38:38,40.4396993982884,-79.946973906536,134.186356,,,1061.7940044498,83.66142,9.3727786,554.92455844,639.2060572,19,5,11.985,1062.1220884498,134.51444,30.4894922,554.92455844,-6.039738,7.158208,0,216.5, -6.4, -6.9,0,1,1024,1024,1024,1024,0,0,0,0,221.2,-26.6,91,4.003,3.987,3.992,0,0,0,7.399,84.92,1061.7940044498,134.186356,37,Quick_Shot,
80400,2022-07-04 22:38:38,40.439696898619,-79.9469700992043,134.186356,,,1061.7940044498,83.66142,9.3727786,555.7907002,640.60369504,19,5,11.985,1062.1220884498,134.51444,30.4894922,555.7907002,-6.039738,7.158208,0,216.8, -6.6, -6.7,0,1,1024,1024,1024,1024,0,0,0,0,221.6,-26.6,91,4.003,3.987,3.992,0,0,0,7.399,84.92,1061.7940044498,134.186356,37,Quick_Shot,
80500,2022-07-04 22:38:38,40.4396945541082,-79.9469665872915,134.186356,,,1061.7940044498,83.66142,9.3727786,556.60434852,641.89962684,19,5,11.985,1062.1220884498,134.51444,30.4894922,556.60434852,-6.039738,7.158208,0,217.1, -6.6, -6.9,0,1,1024,1024,1024,1024,0,0,0,0,221.9,-26.6,91,4.003,3.987,3.992,0,0,0,7.399,84.92,1061.7940044498,134.186356,37,Quick_Shot,
80600,2022-07-04 22:38:38,40.4396920137303,-79.9469627746863,134.186356,,,1061.7940044498,83.66142,9.506995,557.49017532,643.3071072,19,5,11.985,1062.1220884498,134.51444,30.4894922,557.49017532,-6.263432,7.158208,0,217.4, -6.8, -6.9,0,1,1024,1024,1024,1024,0,0,0,0,222.2,-26.6,91,4.003,3.987,3.992,0,0,0,7.399,84.92,1061.7940044498,134.186356,37,Quick_Shot,
80700,2022-07-04 22:38:38,40.4396892126532,-79.9469585104178,134.186356,,,1061.7940044498,83.66142,9.506995,558.4645848,644.87206788,19,5,11.985,1062.1220884498,134.51444,30.4894922,558.4645848,-6.263432,7.158208,0,217.7, -6.8, -6.9,0,1,1024,1024,1024,1024,0,0,0,0,222.5,-26.6,91,4.003,3.987,3.992,0,0,0,7.399,84.92,1061.7940044498,134.186356,37,Quick_Shot,
80800,2022-07-04 22:38:38,40.4396865868833,-79.9469546371034,133.858272,,,1061.4659204498,83.66142,9.506995,559.38650084,646.31235664,20,5,11.953,1062.1220884498,134.51444,30.4894922,559.38650084,-6.263432,7.158208,0,218, -6.6, -6.7,0,1,1024,1024,1024,1024,0,0,0,0,222.9,-26.6,91,4.001,3.985,3.989,0,0,0,7.35,85.1,1061.4659204498,133.858272,37,Quick_Shot,
80900,2022-07-04 22:38:39,40.4396841706871,-79.9469509674999,133.858272,,,1061.4659204498,83.66142,9.6635808,560.23295756,647.65750104,20,5,11.953,1062.1220884498,134.51444,30.4894922,560.23295756,-6.487126,7.158208,0,218.3, -6.4, -6.8,0,1,1024,1024,1024,1024,0,0,0,0,223.1,-26.6,91,4.001,3.985,3.989,0,0,0,7.35,85.1,1061.4659204498,133.858272,37,Quick_Shot,
81000,2022-07-04 22:38:39,40.4396815058534,-79.9469471020535,133.858272,,,1061.4659204498,83.66142,9.6635808,561.16799696,649.10763232,20,5,11.953,1062.1220884498,134.51444,30.4894922,561.16799696,-6.487126,7.158208,0,218.5, -6.2, -7,0,1,1024,1024,1024,1024,0,0,0,0,223.4,-26.6,91,4.001,3.985,3.989,0,0,0,7.35,85.1,1061.4659204498,133.858272,37,Quick_Shot,
81100,2022-07-04 22:38:39,40.4396790848599,-79.9469439448507,133.858272,,,1061.4659204498,83.66142,9.6635808,562.02757704,650.35107068,20,5,11.953,1062.1220884498,134.51444,30.4894922,562.02757704,-6.487126,7.158208,0,218.8, -6.4, -7.2,0,1,1024,1024,1024,1024,0,0,0,0,223.7,-26.6,91,4.001,3.985,3.989,0,0,0,7.35,85.1,1061.4659204498,133.858272,37,Quick_Shot,
81200,2022-07-04 22:38:39,40.43967639042,-79.9469401149563,134.186356,,,1061.7940044498,83.66142,9.9767524,562.97902064,651.80120196,20,5,11.953,1062.1220884498,134.51444,30.4894922,562.97902064,-6.71082,7.381902,0,219.2, -7.1, -7.2,0,1,1024,1024,1024,1024,0,0,0,0,224,-26.6,91,4.001,3.985,3.989,0,0,0,7.35,85.1,1061.7940044498,134.186356,37,Quick_Shot,
81300,2022-07-04 22:38:39,40.4396728838652,-79.946935211283,134.186356,,,1061.7940044498,83.66142,9.9767524,564.222459,653.66799992,20,5,11.953,1062.1220884498,134.51444,30.4894922,564.222459,-6.71082,7.381902,0,219.4, -7.3, -7.2,0,1,1024,1024,1024,1024,0,0,0,0,224.3,-26.6,91,4.001,3.985,3.989,0,0,0,7.35,85.1,1061.7940044498,134.186356,37,Quick_Shot,
81400,2022-07-04 22:38:39,40.4396700441355,-79.9469312676694,134.186356,,,1061.7940044498,83.66142,9.9767524,565.23295772,655.17390548,20,5,11.953,1062.1220884498,134.51444,30.4894922,565.23295772,-6.71082,7.381902,0,219.6, -6.7, -7.2,0,1,1024,1024,1024,1024,0,0,0,0,224.7,-26.7,91,4.001,3.985,3.989,0,0,0,7.35,85.1,1061.7940044498,134.186356,37,Quick_Shot,
81500,2022-07-04 22:38:39,40.4396672052283,-79.946927272782,134.186356,,,1061.7940044498,83.66142,10.1333382,566.24345644,656.6929344,20,5,11.953,1062.1220884498,134.51444,30.4894922,566.24345644,-6.934514,7.381902,0,219.9, -6.5, -7.1,0,1,1024,1024,1024,1024,0,0,0,0,225,-26.7,91,4.001,3.985,3.989,0,0,0,7.35,85.1,1061.7940044498,134.186356,37,Quick_Shot,
81600,2022-07-04 22:38:39,40.4396642988847,-79.9469232836661,133.858272,,,1061.4659204498,83.66142,10.1333382,567.28020188,658.22508668,20,5,11.953,1062.1220884498,134.51444,30.4894922,567.28020188,-6.934514,7.381902,0,220.2, -7.1, -6.9,0,1,1024,1024,1024,1024,0,0,0,0,225.3,-26.7,91,4.001,3.985,3.989,0,0,0,7.35,85.1,1061.4659204498,133.858272,37,Quick_Shot,
81700,2022-07-04 22:38:39,40.4396614311936,-79.9469193626207,134.186356,,,1061.7940044498,83.66142,10.289924,568.3071048,659.73755392,20,5,11.953,1062.1220884498,134.51444,30.4894922,568.3071048,-7.158208,7.381902,0,220.6, -7.4, -6.8,0,1,1024,1024,1024,1024,0,0,0,0,225.6,-26.7,91,4.001,3.985,3.989,0,0,0,7.35,85.1,1061.7940044498,134.186356,37,Quick_Shot,
81800,2022-07-04 22:38:39,40.439658453987,-79.94691537698,133.858272,,,1061.4659204498,83.66142,10.289924,569.37665864,661.2861104,20,5,11.964,1062.1220884498,134.51444,30.4894922,569.37665864,-7.158208,7.381902,0,220.9, -6.8, -7,0,1,1024,1024,1024,1024,0,0,0,0,226,-26.7,91,4.001,3.984,3.986,0,0,0,7.395,85.1,1061.4659204498,133.858272,37,Quick_Shot,
81900,2022-07-04 22:38:40,40.4396554264772,-79.9469115534931,133.858272,,,1061.4659204498,83.66142,10.289924,570.46589752,662.81826268,20,5,11.964,1062.1220884498,134.51444,30.4894922,570.46589752,-7.158208,7.381902,0,221.2, -7.5, -7,0,1,1024,1024,1024,1024,0,0,0,0,226.3,-26.7,91,4.001,3.984,3.986,0,0,0,7.395,85.1,1061.4659204498,133.858272,37,Quick_Shot,
82000,2022-07-04 22:38:40,40.4396523759403,-79.9469076100891,133.858272,,,1061.4659204498,83.66142,10.4465098,571.56825976,664.37994252,20,5,11.964,1062.1220884498,134.51444,30.4894922,571.56825976,-7.381902,7.381902,0,221.5, -6.8, -7.4,0,1,1024,1024,1024,1024,0,0,0,0,226.7,-26.7,91,4.001,3.984,3.986,0,0,0,7.395,85.1,1061.4659204498,133.858272,37,Quick_Shot,
82100,2022-07-04 22:38:40,40.4396493430849,-79.946903583979,134.186356,,,1061.7940044498,83.66142,10.4465098,572.66077948,665.95474572,20,5,11.964,1062.1220884498,134.51444,30.4894922,572.66077948,-7.381902,7.381902,0,221.7, -6.4, -7.6,0,1,1024,1024,1024,1024,0,0,0,0,227,-26.8,91,4.001,3.984,3.986,0,0,0,7.395,85.1,1061.7940044498,134.186356,37,Quick_Shot,
82200,2022-07-04 22:38:40,40.439646225797,-79.9468996402282,134.186356,,,1061.7940044498,83.66142,10.6030956,573.78938844,667.53282976,20,5,11.964,1062.1220884498,134.51444,30.4894922,573.78938844,-7.605596,7.381902,0,222, -6.1, -7.9,0,1,1024,1024,1024,1024,0,0,0,0,227.4,-26.8,91,4.001,3.984,3.986,0,0,0,7.395,85.1,1061.7940044498,134.186356,37,Quick_Shot,
82300,2022-07-04 22:38:40,40.4396431982872,-79.9468956071611,134.186356,,,1061.7940044498,83.66142,10.6030956,574.88846984,669.10435212,20,5,11.964,1062.1220884498,134.51444,30.4894922,574.88846984,-7.605596,7.381902,0,222.4, -6.9, -8,0,1,1024,1024,1024,1024,0,0,0,0,227.8,-26.9,91,4.001,3.984,3.986,0,0,0,7.395,85.1,1061.7940044498,134.186356,37,Quick_Shot,
82400,2022-07-04 22:38:40,40.4396400180861,-79.946891647148,134.186356,,,1061.7940044498,83.66142,10.6030956,576.04332552,670.70540204,20,5,11.964,1062.1220884498,134.51444,30.4894922,576.04332552,-7.605596,7.381902,0,222.6, -6.3, -8,0,1,1024,1024,1024,1024,0,0,0,0,228.1,-26.9,91,4.001,3.984,3.986,0,0,0,7.395,85.1,1061.7940044498,134.186356,37,Quick_Shot,
82500,2022-07-04 22:38:40,40.4396368084158,-79.9468876926177,134.186356,,,1061.7940044498,83.66142,10.7596814,577.21130456,672.3097328,20,5,11.964,1062.1220884498,134.51444,30.4894922,577.21130456,-7.82929,7.381902,0,222.8, -6.3, -7.9,0,1,1024,1024,1024,1024,0,0,0,0,228.5,-26.9,91,4.001,3.984,3.986,0,0,0,7.395,85.1,1061.7940044498,134.186356,37,Quick_Shot,
82600,2022-07-04 22:38:40,40.4396335662609,-79.9468837197779,134.186356,,,1061.7940044498,83.66142,10.7596814,578.3956878,673.92718692,20,5,11.964,1062.1220884498,134.51444,30.4894922,578.3956878,-7.82929,7.381902,0,223.3, -7.1, -8,0,1,1024,1024,1024,1024,0,0,0,0,228.9,-26.9,91,4.001,3.984,3.986,0,0,0,7.395,85.1,1061.7940044498,134.186356,37,Quick_Shot,
82700,2022-07-04 22:38:40,40.4396301048008,-79.9468794402227,134.186356,,,1061.7940044498,83.66142,10.9162672,579.6588112,675.66275128,20,5,11.964,1062.1220884498,134.51444,30.4894922,579.6588112,-8.052984,7.381902,0,223.8, -8.1, -7.8,0,1,1024,1024,1024,1024,0,0,0,0,229.3,-26.9,91,4.001,3.984,3.986,0,0,0,7.395,85.1,1061.7940044498,134.186356,37,Quick_Shot,
82800,2022-07-04 22:38:40,40.4396267610801,-79.9468754622537,134.186356,,,1061.7940044498,83.66142,10.9162672,580.88256452,677.30645212,20,5,11.967,1062.1220884498,134.51444,30.4894922,580.88256452,-8.052984,7.381902,0,224.1, -7.3, -7.7,0,1,1024,1024,1024,1024,0,0,0,0,229.7,-26.9,91,4.005,3.987,3.987,0,0,0,7.507,85.1,1061.7940044498,134.186356,37,Quick_Shot,
82900,2022-07-04 22:38:41,40.4396236484524,-79.946871929657,134.186356,,,1061.7940044498,83.66142,10.9162672,582.02429684,678.80907684,20,5,11.967,1062.1220884498,134.51444,30.4894922,582.02429684,-8.052984,7.381902,0,224.2, -6.2, -8.2,0,1,1024,1024,1024,1024,0,0,0,0,230.1,-26.9,91,4.005,3.987,3.987,0,0,0,7.507,85.1,1061.7940044498,134.186356,37,Quick_Shot,
83000,2022-07-04 22:38:41,40.4396202548398,-79.9468680153335,134.186356,,,1061.7940044498,83.66142,11.0952224,583.27101604,680.45605852,20,5,11.967,1062.1220884498,134.51444,30.4894922,583.27101604,-8.276678,7.381902,0,224.4, -5.7, -8.5,0,1,1024,1024,1024,1024,0,0,0,0,230.5,-26.9,91,4.005,3.987,3.987,0,0,0,7.507,85.1,1061.7940044498,134.186356,37,Quick_Shot,
83100,2022-07-04 22:38:41,40.4396168427233,-79.9468641212871,134.186356,,,1061.7940044498,83.66142,11.0952224,584.52429692,682.1030402,20,5,11.967,1062.1220884498,134.51444,30.4894922,584.52429692,-8.276678,7.381902,0,224.9, -6.3, -8.7,0,1,1024,1024,1024,1024,0,0,0,0,230.9,-27,91,4.005,3.987,3.987,0,0,0,7.507,85.1,1061.7940044498,134.186356,37,Quick_Shot,
83200,2022-07-04 22:38:41,40.4396133903095,-79.9468601957942,134.186356,,,1061.7940044498,83.66142,11.2518082,585.79726284,683.76970692,20,5,11.967,1062.1220884498,134.51444,30.4894922,585.79726284,-8.500372,7.381902,0,225.2, -6.3, -8.8,0,1,1024,1024,1024,1024,0,0,0,0,231.2,-27,91,4.005,3.987,3.987,0,0,0,7.507,85.1,1061.7940044498,134.186356,37,Quick_Shot,
83300,2022-07-04 22:38:41,40.4396100193127,-79.9468562084764,134.186356,,,1061.7940044498,83.66142,11.2518082,587.0407012,685.42325028,20,5,11.967,1062.1220884498,134.51444,30.4894922,587.0407012,-8.500372,7.381902,0,225.6, -6.8, -8.7,0,1,1024,1024,1024,1024,0,0,0,0,231.5,-27,91,4.005,3.987,3.987,0,0,0,7.507,85.1,1061.7940044498,134.186356,37,Quick_Shot,
83400,2022-07-04 22:38:41,40.4396065098795,-79.9468522810109,134.186356,,,1061.7940044498,83.66142,11.2518082,588.336633,687.1063212,20,5,11.967,1062.1220884498,134.51444,30.4894922,588.336633,-8.500372,7.381902,0,225.9, -6.9, -8.9,0,1,1024,1024,1024,1024,0,0,0,0,231.8,-27,91,4.005,3.987,3.987,0,0,0,7.507,85.1,1061.7940044498,134.186356,37,Quick_Shot,
83500,2022-07-04 22:38:41,40.439602949869,-79.946848426449,134.186356,,,1061.7940044498,83.66142,11.2741776,589.65224984,688.78939212,20,5,11.967,1062.1220884498,134.51444,30.4894922,589.65224984,-8.724066,7.158208,0,226, -6.5, -9.2,0,1,1024,1024,1024,1024,0,0,0,0,232.2,-27,91,4.005,3.987,3.987,0,0,0,7.507,85.1,1061.7940044498,134.186356,37,Quick_Shot,
83600,2022-07-04 22:38:41,40.4395993627195,-79.9468445292635,134.186356,,,1061.7940044498,83.66142,11.2741776,590.98099004,690.48886724,20,5,11.967,1062.1220884498,134.51444,30.4894922,590.98099004,-8.724066,7.158208,0.223694,226.2, -6.4, -9.1,0,1,1024,1024,1024,1024,0,0,0,0,232.5,-26.9,91,4.005,3.987,3.987,0,0,0,7.507,85.1,1061.7940044498,134.186356,37,Quick_Shot,
83700,2022-07-04 22:38:41,40.4395957521317,-79.946840718645,134.186356,,,1061.7940044498,83.66142,11.4531328,592.31957276,692.17849984,20,5,11.967,1062.1220884498,134.51444,30.4894922,592.31957276,-8.94776,7.158208,0,226.2, -6, -9.1,0,1,1024,1024,1024,1024,0,0,0,0,232.8,-26.9,91,4.005,3.987,3.987,0,0,0,7.507,85.1,1061.7940044498,134.186356,37,Quick_Shot,
83800,2022-07-04 22:38:41,40.4395920749299,-79.9468368476578,134.186356,,,1061.7940044498,83.66142,11.4531328,593.6844022,693.89766,20,5,11.968,1062.1220884498,134.51444,30.4894922,593.6844022,-8.94776,7.158208,0,226.5, -5.7, -9.1,0,1,1024,1024,1024,1024,0,0,0,0,233.2,-26.9,91,4.006,3.988,3.987,0,0,0,7.496,85.28,1061.7940044498,134.186356,37,Quick_Shot,
83900,2022-07-04 22:38:42,40.4395884361065,-79.9468330095156,134.186356,,,1061.7940044498,83.66142,11.632088,595.03610828,695.60041596,20,5,11.968,1062.1220884498,134.51444,30.4894922,595.03610828,-9.171454,7.158208,0,226.9, -5.9, -9.1,0,1,1024,1024,1024,1024,0,0,0,0,233.5,-26.9,91,4.006,3.988,3.987,0,0,0,7.496,85.28,1061.7940044498,134.186356,37,Quick_Shot,
84000,2022-07-04 22:38:42,40.439584688727,-79.9468291395077,134.186356,,,1061.7940044498,83.66142,11.632088,596.43046528,697.33926116,20,5,11.968,1062.1220884498,134.51444,30.4894922,596.43046528,-9.171454,7.158208,0,227.3, -6.4, -9,0,1,1024,1024,1024,1024,0,0,0,0,233.9,-26.9,91,4.006,3.988,3.987,0,0,0,7.496,85.28,1061.7940044498,134.186356,37,Quick_Shot,
84100,2022-07-04 22:38:42,40.4395808987201,-79.9468252176012,134.186356,,,1061.7940044498,83.66142,11.8110432,597.84122648,699.0977914,20,5,11.968,1062.1220884498,134.51444,30.4894922,597.84122648,-9.395148,7.158208,0,227.7, -6.2, -9,0,1,1024,1024,1024,1024,0,0,0,0,234.3,-26.9,91,4.006,3.988,3.987,0,0,0,7.496,85.28,1061.7940044498,134.186356,37,Quick_Shot,
84200,2022-07-04 22:38:42,40.4395770664969,-79.9468213583231,134.186356,,,1061.7940044498,83.66142,11.8110432,599.26839188,700.85960248,20,5,11.968,1062.1220884498,134.51444,30.4894922,599.26839188,-9.395148,7.158208,0,227.8, -5.8, -8.9,0,1,1024,1024,1024,1024,0,0,0,0,234.7,-26.9,91,4.006,3.988,3.987,0,0,0,7.496,85.28,1061.7940044498,134.186356,37,Quick_Shot,
84300,2022-07-04 22:38:42,40.4395731525824,-79.946817574612,134.186356,,,1061.7940044498,83.66142,11.8110432,600.72836568,702.63453692,20,5,11.968,1062.1220884498,134.51444,30.4894922,600.72836568,-9.395148,7.158208,0,228.2, -5.7, -9.4,0,1,1024,1024,1024,1024,0,0,0,0,235.1,-26.9,91,4.006,3.988,3.987,0,0,0,7.496,85.28,1061.7940044498,134.186356,37,Quick_Shot,
84400,2022-07-04 22:38:42,40.4395692400386,-79.946813726224,133.858272,,,1061.4659204498,83.66142,11.9899984,602.18833948,704.41603304,20,5,11.968,1062.1220884498,134.51444,30.4894922,602.18833948,-9.618842,7.158208,0,228.8, -6.4, -9.2,0,1,1024,1024,1024,1024,0,0,0,0,235.5,-26.9,91,4.006,3.988,3.987,0,0,0,7.496,85.28,1061.4659204498,133.858272,37,Quick_Shot,
84500,2022-07-04 22:38:42,40.4395653370894,-79.9468099300695,134.186356,,,1061.7940044498,83.66142,11.9899984,603.64831328,706.18768664,20,5,11.968,1062.1220884498,134.51444,30.4894922,603.64831328,-9.618842,7.158208,0,229.3, -6.5, -8.9,0,1,1024,1024,1024,1024,0,0,0,0,235.9,-26.9,91,4.006,3.988,3.987,0,0,0,7.496,85.28,1061.7940044498,134.186356,37,Quick_Shot,
84600,2022-07-04 22:38:42,40.4395613409355,-79.946806111099,134.186356,,,1061.7940044498,83.66142,12.1689536,605.14109548,707.99214864,20,5,11.968,1062.1220884498,134.51444,30.4894922,605.14109548,-9.842536,7.158208,0,229.5, -6.2, -8.9,0,1,1024,1024,1024,1024,0,0,0,0,236.3,-26.9,91,4.006,3.988,3.987,0,0,0,7.496,85.28,1061.7940044498,134.186356,37,Quick_Shot,
84700,2022-07-04 22:38:42,40.4395574542971,-79.9468022929783,134.186356,,,1061.7940044498,83.66142,12.1689536,606.59778844,709.7605214,20,5,11.968,1062.1220884498,134.51444,30.4894922,606.59778844,-9.842536,7.158208,0,229.9, -6.2, -9,0,1,1024,1024,1024,1024,0,0,0,0,236.7,-26.9,91,4.006,3.988,3.987,0,0,0,7.496,85.28,1061.7940044498,134.186356,37,Quick_Shot,
84800,2022-07-04 22:38:42,40.4395533882396,-79.9467985109331,134.186356,,,1061.7940044498,83.66142,12.1689536,608.1200982,711.57810676,20,5,11.957,1062.1220884498,134.51444,30.4894922,608.1200982,-10.06623,6.934514,0,230.3, -7.1, -9.3,0,1,1024,1024,1024,1024,0,0,0,0,237.2,-26.9,91,3.991,3.973,3.976,0,0,0,7.48,85.28,1061.7940044498,134.186356,37,Quick_Shot,
84900,2022-07-04 22:38:43,40.4395491652417,-79.9467947167258,134.186356,,,1061.7940044498,83.66142,12.2136924,609.70474392,713.44490472,20,5,11.957,1062.1220884498,134.51444,30.4894922,609.70474392,-10.06623,6.934514,0,230.6, -6, -9.4,0,1,1024,1024,1024,1024,0,0,0,0,237.7,-26.9,91,3.991,3.973,3.976,0,0,0,7.48,85.28,1061.7940044498,134.186356,37,Quick_Shot,
85000,2022-07-04 22:38:43,40.4395450062536,-79.9467909716228,134.186356,,,1061.7940044498,83.66142,12.415017,611.26314292,715.28545596,20,5,11.957,1062.1220884498,134.51444,30.4894922,611.26314292,-10.289924,6.934514,0,231.2, -6.9, -9.5,0,1,1024,1024,1024,1024,0,0,0,0,238.2,-26.9,91,3.991,3.973,3.976,0,0,0,7.48,85.28,1061.7940044498,134.186356,37,Quick_Shot,
85100,2022-07-04 22:38:43,40.439540829584,-79.946787132082,134.186356,,,1061.7940044498,83.66142,12.415017,612.83138444,717.14569224,20,5,11.957,1062.1220884498,134.51444,30.4894922,612.83138444,-10.289924,6.934514,0,231.7, -7.1, -9.3,0,1,1024,1024,1024,1024,0,0,0,0,238.7,-27,91,3.991,3.973,3.976,0,0,0,7.48,85.28,1061.7940044498,134.186356,37,Quick_Shot,
85200,2022-07-04 22:38:43,40.4395365756092,-79.9467834293577,134.186356,,,1061.7940044498,83.66142,12.5939722,614.42915352,719.00592852,20,5,11.957,1062.1220884498,134.51444,30.4894922,614.42915352,-10.513618,6.934514,0,232, -6.3, -9.5,0,1,1024,1024,1024,1024,0,0,0,0,239.2,-27,91,3.991,3.973,3.976,0,0,0,7.48,85.28,1061.7940044498,134.186356,37,Quick_Shot,
85300,2022-07-04 22:38:43,40.4395322435069,-79.9467796911095,134.186356,,,1061.7940044498,83.66142,12.4821252,616.05645016,720.8989732,20,5,11.957,1062.1220884498,134.51444,30.4894922,616.05645016,-10.513618,6.71082,0,232.6, -7.1, -9.4,0,1,1024,1024,1024,1024,0,0,0,0,239.7,-27.1,91,3.991,3.973,3.976,0,0,0,7.48,85.28,1061.7940044498,134.186356,37,Quick_Shot,
85400,2022-07-04 22:38:43,40.4395278853622,-79.9467760440686,134.186356,,,1061.7940044498,83.66142,12.6610804,617.69358932,722.78217536,20,5,11.957,1062.1220884498,134.51444,30.4894922,617.69358932,-10.737312,6.71082,0,233, -6.9, -9.1,0,1,1024,1024,1024,1024,0,0,0,0,240.3,-27.1,91,3.991,3.973,3.976,0,0,0,7.48,85.28,1061.7940044498,134.186356,37,Quick_Shot,
85500,2022-07-04 22:38:43,40.4395238938685,-79.9467727198832,134.186356,,,1061.7940044498,83.66142,12.6610804,619.1929332,724.5078972,20,5,11.957,1062.1220884498,134.51444,30.4894922,619.1929332,-10.737312,6.71082,0,233.4, -6.7, -9.4,0,1,1024,1024,1024,1024,0,0,0,0,240.8,-27.1,91,3.991,3.973,3.976,0,0,0,7.48,85.28,1061.7940044498,134.186356,37,Quick_Shot,
85600,2022-07-04 22:38:43,40.4395194962487,-79.9467691903547,134.186356,,,1061.7940044498,83.66142,12.7281886,620.84647656,726.38781852,20,5,11.957,1062.1220884498,134.51444,30.4894922,620.84647656,-10.961006,6.487126,0,233.7, -6.4, -10,0,1,1024,1024,1024,1024,0,0,0,0,241.2,-27.1,91,3.991,3.973,3.976,0,0,0,7.48,85.28,1061.7940044498,134.186356,37,Quick_Shot,
85700,2022-07-04 22:38:43,40.4395147160783,-79.9467653217735,134.186356,,,1061.7940044498,83.66142,12.7281886,622.64437688,728.43506268,20,5,11.957,1062.1220884498,134.51444,30.4894922,622.64437688,-10.961006,6.487126,0,233.8, -5.7, -10.3,0,1,1024,1024,1024,1024,0,0,0,0,241.7,-27.1,91,3.991,3.973,3.976,0,0,0,7.48,85.28,1061.7940044498,134.186356,37,Quick_Shot,
