time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2022-07-04 22:37:18,40.4412188631851,-79.946884943308,0,Available with any HD 360 subscription,Available with any HD 360 subscription,927.60764844985,0.328084,0,0,0,15,5,0,927.60764844985,0,0,0,0,0,0,196.6, 3.4, 4.9,0,0,1024,1024,1024,1024,0,0,0,0,197.2,-15.7,96,4.17,4.159,4.162,0,0,0,0,76.82,927.60764844985,0,41,Motors_Started,
100,2022-07-04 22:37:18,40.4412188079645,-79.9468849583074,0,,,927.60764844985,0.328084,0,0.0205731961964,0.0205731961964,15,5,0,927.60764844985,0,0,0.0205731961964,0,0,0,196.6, 3.4, 5,0,0,1024,1024,1024,1024,0,0,0,0,197.2,-15.7,96,4.17,4.159,4.162,0,0,0,0,76.82,927.60764844985,0,41,Motors_Started,
200,2022-07-04 22:37:18,40.4412187706785,-79.9468849446934,0,,,927.60764844985,0.328084,0,0.03375328192,0.034692586412,15,5,0,927.60764844985,0,0,0.03375328192,0,0,0,196.6, 3.4, 4.9,0,0,1024,1024,1024,1024,0,0,0,0,197.2,-15.7,96,4.17,4.159,4.162,0,0,0,0,76.82,927.60764844985,0,41,Motors_Started,
300,2022-07-04 22:37:18,40.4412187048112,-79.9468849600631,0,,,927.60764844985,0.328084,0,0.057969490044,0.059100067508,15,5,0,927.60764844985,0,0,0.057969490044,0,0,0,196.6, 3.4, 4.9,0,0,1024,1024,1024,1024,0,0,0,0,197.2,-15.7,96,4.17,4.159,4.162,0,0,0,0,76.82,927.60764844985,0,41,Motors_Started,
400,2022-07-04 22:37:18,40.4412186672401,-79.9468849472319,0,,,927.60764844985,0.328084,0,0.071498689952,0.073263453788,15,5,0,927.60764844985,0,0,0.071498689952,0,0,0,196.6, 3.3, 4.9,0,0,1024,1024,1024,1024,0,0,0,0,197.2,-15.7,96,4.17,4.159,4.162,0,0,0,0,76.82,927.60764844985,0,41,Motors_Started,
500,2022-07-04 22:37:18,40.4412186021457,-79.9468849641532,0,,,927.60764844985,0.328084,0,0.095415685468,0.097473428316,15,5,0,927.60764844985,0,0,0.095415685468,0,0,0,196.6, 3.4, 4.9,0,0,1024,1024,1024,1024,0,0,0,0,197.2,-15.7,96,4.17,4.159,4.162,0,0,0,0,76.82,927.60764844985,0,41,Motors_Started,
600,2022-07-04 22:37:18,40.4412185634617,-79.9468849525409,0,,,927.60764844985,0.328084,0,0.109383861768,0.111950790984,15,5,0,927.60764844985,0,0,0.109383861768,0,0,0,196.6, 3.3, 4.9,0,0,1024,1024,1024,1024,0,0,0,0,197.2,-15.7,96,4.17,4.159,4.162,0,0,0,0,76.82,927.60764844985,0,41,Motors_Started,
700,2022-07-04 22:37:18,40.4412185002798,-79.9468848080667,0,,,927.60764844985,0.328084,0,0.137628285244,0.158219165168,15,5,0,927.60764844985,0,0,0.137628285244,0,0,0,196.6, 3.3, 4.9,0,0,1024,1024,1024,1024,0,0,0,0,197.2,-15.7,96,4.17,4.159,4.162,0,0,0,0,76.82,927.60764844985,0,41,Motors_Started,"Setting new Return-To-Home altitude to 100m (328 ft). Data Recorder File Index is 37. Setting new Maximum Flight Altitude to 120m (394 ft)"
800,2022-07-04 22:37:18,40.4412184600861,-79.9468847833814,0,,,927.60764844985,0.328084,0,0.15362861384,0.174406829728,17,5,0,927.60764844985,0,0,0.15362861384,0,0,0,196.6, 3.5, 4.9,0,0,1024,1024,1024,1024,0,0,0,0,197.2,-15.7,96,4.17,4.159,4.162,0,0,0,0,76.82,927.60764844985,0,41,Motors_Started,
900,2022-07-04 22:37:19,40.441218390431,-79.9468848243158,0,,,927.60764844985,0.328084,0,0.175620412444,0.202246725632,17,5,0,927.60764844985,0,0,0.175620412444,0,0,0,196.6, 3.6, 5,0,0,1024,1024,1024,1024,0,0,0,0,197.2,-15.7,96,4.17,4.159,4.162,0,0,0,0,76.82,927.60764844985,0,41,Motors_Started,
1000,2022-07-04 22:37:19,40.4412183487832,-79.9468848028594,0,,,927.60764844985,0.328084,0,0.191688326344,0.21856792038,17,5,0,927.60764844985,0,0,0.191688326344,0,0,0,195.8, 3.2, 4.9,0,0,1024,1024,1024,1024,0,0,0,0,197.2,-15.7,96,4.17,4.159,4.162,0,0,0,0,76.82,927.60764844985,0,41,Motors_Started,
1100,2022-07-04 22:37:19,40.4412179877493,-79.94688453709,0,,,927.60764844985,0.328084,0,0.33873360664,0.3695538176,17,5,0,927.60764844985,0,0,0.33873360664,0,0,0,195.5, 3.1, 4.9,0,0,1024,1024,1024,1024,0,0,0,0,197.2,-15.7,96,4.17,4.159,4.162,0,0,0,0,76.82,927.60764844985,0,41,Motors_Started,
1200,2022-07-04 22:37:19,40.4412179146571,-79.9468844959009,0,,,927.60764844985,0.328084,0,0.36769358132,0.3985728474,17,5,0,927.60764844985,0,0,0.36769358132,0,0,0,195.4, 3.1, 4.9,0,0,1024,1024,1024,1024,0,0,0,0,197.2,-15.7,96,4.17,4.159,4.162,0,0,0,0,76.82,927.60764844985,0,41,Motors_Started,
1300,2022-07-04 22:37:19,40.4412178860713,-79.9468842431221,0,,,927.60764844985,0.328084,0,0.4060695668,0.46953413576,17,5,0,927.60764844985,0,0,0.4060695668,0,0,0,195.4, 3, 4.9,0,0,1024,1024,1024,1024,0,0,0,0,197.2,-15.7,96,4.17,4.159,4.162,0,0,0,0,76.82,927.60764844985,0,41,Motors_Started,
1400,2022-07-04 22:37:19,40.4412178157077,-79.9468841760889,0,,,927.60764844985,0.328084,0,0.43753938408,0.50124345436,17,5,0,927.60764844985,0,0,0.43753938408,0,0,0,195.4, 3.1, 4.9,0,0,1024,1024,1024,1024,0,0,0,0,197.1,-15.7,96,4.17,4.159,4.162,0,0,0,0,76.82,927.60764844985,0,41,Motors_Started,
1500,2022-07-04 22:37:19,40.4412174578549,-79.9468841355349,0,,,927.60764844985,0.328084,0,0.55964896804,0.63229004648,17,5,0,927.60764844985,0,0,0.55964896804,0,0,0,195.4, 3.1, 4.9,0,0,1024,1024,1024,1024,0,0,0,0,197.1,-15.7,96,4.17,4.159,4.162,0,0,0,0,76.82,927.60764844985,0,11,AutoTakeoff,
1600,2022-07-04 22:37:19,40.4412173613719,-79.9468840657489,0,,,927.60764844985,0.328084,0,0.59967521604,0.6724737748,17,5,0,927.60764844985,0,0,0.59967521604,0,0,0,195.4, 3.1, 4.9,0,0,1024,1024,1024,1024,0,0,0,0,197.1,-15.7,96,4.17,4.159,4.162,0,0,0,0,76.82,927.60764844985,0,11,AutoTakeoff,
1700,2022-07-04 22:37:19,40.4412172338752,-79.946883861281,0,,,927.60764844985,0.328084,0,0.66606629428,0.74587272728,17,5,0,927.60764844985,0,0,0.66606629428,0,0,0,195.4, 3, 4.8,0,0,1024,1024,1024,1024,0,0,0,0,197.1,-15.7,96,4.17,4.159,4.162,0,0,0,0,76.82,927.60764844985,0,11,AutoTakeoff,
1800,2022-07-04 22:37:19,40.4412171311946,-79.9468837742406,0,,,927.60764844985,0.328084,0,0.71041997024,0.79045606204,17,5,12.587,927.60764844985,0,0,0.71041997024,0,0,0,195.4, 2.9, 4.8,0,0,1024,1024,1024,1024,0,0,0,0,197,-15.7,96,4.215,4.198,4.196,0,0,0,2.121,76.82,927.60764844985,0,11,AutoTakeoff,
1900,2022-07-04 22:37:20,40.4412170191538,-79.9468836096919,0,,,927.60764844985,0.328084,0,0.76797246552,0.85176183828,17,5,12.587,927.60764844985,0,0,0.76797246552,0,0,0,195, 2.7, 4.8,0,0,1024,1024,1024,1024,0,0,0,0,197,-15.7,96,4.215,4.198,4.196,0,0,0,2.121,76.82,927.60764844985,0,11,AutoTakeoff,
2000,2022-07-04 22:37:20,40.4412169339813,-79.9468835429139,0,,,927.60764844985,0.328084,0,0.80414044568,0.88794950348,17,5,12.587,927.60764844985,0,0,0.80414044568,0,0,0,193.3, 1.1, 4.5,0,0,1024,1024,1024,1024,0,0,0,0,196.9,-15.7,96,4.215,4.198,4.196,0,0,0,2.121,76.82,927.60764844985,0,11,AutoTakeoff,
2100,2022-07-04 22:37:20,40.4412168655305,-79.9468836515971,0,,,927.60764844985,0.328084,0,0.8123195798,0.92712273308,17,5,12.587,927.60764844985,0,0,0.8123195798,0,0,0,191.2, -1.5, 2.8,0,0,1024,1024,1024,1024,0,0,0,0,196.6,-15.7,96,4.215,4.198,4.196,0,0,0,2.121,76.82,927.60764844985,0,11,AutoTakeoff,
2200,2022-07-04 22:37:20,40.4412167828464,-79.9468837122856,0,,,927.60764844985,0.328084,0.223694,0.832431129,0.96167653996,17,5,12.587,927.60764844985,0,0.223694,0.832431129,0,-0.223694,-0.447388,190.9, -2.3, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,196.1,-15.7,96,4.215,4.198,4.196,0,0,0,2.121,76.82,927.60764844985,0,11,AutoTakeoff,
2300,2022-07-04 22:37:20,40.4412166989282,-79.9468836240427,0,,,927.60764844985,0.328084,0.223694,0.87046590712,1.00089242048,17,5,12.587,927.60764844985,0,0.223694,0.87046590712,0,-0.223694,-0.671082,191, -1, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,195.7,-15.7,96,4.215,4.198,4.196,0,0,0,2.121,76.82,927.60764844985,0,11,AutoTakeoff,
2400,2022-07-04 22:37:20,40.4412165825053,-79.9468837191822,0,,,927.60764844985,0.328084,0.223694,0.89885501564,1.05091538796,17,5,12.587,927.60764844985,0,0.223694,0.89885501564,0,-0.223694,-0.671082,190.9, 0.1, -1.6,0,0,1024,1024,1024,1024,0,0,0,0,195.3,-15.7,96,4.215,4.198,4.196,0,0,0,2.121,76.82,927.60764844985,0,11,AutoTakeoff,
2500,2022-07-04 22:37:20,40.4412165911176,-79.9468838464334,0.328084,,,927.93573244985,0.328084,0.223694,0.88314635372,1.08638783004,17,5,12.587,927.93573244985,0.328084,0.223694,0.89885501564,0,-0.223694,-0.894776,191, 0.2, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,195,-15.7,96,4.215,4.198,4.196,0,0,0,2.121,76.82,927.93573244985,0.328084,11,AutoTakeoff,
2600,2022-07-04 22:37:20,40.4412164994324,-79.9468838829582,0.328084,,,927.93573244985,0.328084,0.223694,0.91128939924,1.1213418994,17,5,12.587,927.93573244985,0.328084,0.223694,0.91128939924,0,-0.223694,-0.894776,191, 0, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,194.8,-15.7,96,4.215,4.198,4.196,0,0,0,2.121,76.82,927.93573244985,0.328084,11,AutoTakeoff,
2700,2022-07-04 22:37:20,40.4412163593019,-79.9468842289933,0.656168,,,928.26381644985,0.656168,0.223694,0.9348261454,1.2301837664,17,5,12.587,928.26381644985,0.656168,0.223694,0.9348261454,0,-0.223694,-0.894776,191.1, -0.3, -1.7,0,0,1024,1024,1024,1024,0,0,0,0,194.6,-15.7,96,4.215,4.198,4.196,0,0,0,2.121,76.82,928.26381644985,0.656168,11,AutoTakeoff,
2800,2022-07-04 22:37:20,40.4412162850407,-79.9468842493341,0.656168,,,928.26381644985,0.984252,0,0.9601706344,1.25786093264,17,5,12.478,928.26381644985,0.656168,0.223694,0.9601706344,0,0,-0.894776,191, -0.7, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,194.4,-15.7,96,4.078,4.064,4.068,0,0,0,3.785,76.82,928.26381644985,0.656168,11,AutoTakeoff,
2900,2022-07-04 22:37:21,40.4412164047952,-79.9468840226306,0.984252,,,928.59190044985,0.984252,0,0.93266407184,1.33448823168,17,5,12.478,928.59190044985,0.984252,0.223694,0.9601706344,0,0,-0.894776,191, -0.9, -2.6,0,0,1024,1024,1024,1024,0,0,0,0,194.3,-15.7,96,4.078,4.064,4.068,0,0,0,3.785,76.82,928.59190044985,0.984252,11,AutoTakeoff,"Home Point updated. RTH altitude adjusted to 100 m (Code: 120852)"
3000,2022-07-04 22:37:21,40.4412163547404,-79.946883945066,0.984252,,,928.59190044985,1.312336,0,0.95625987312,1.36272642156,17,5,12.478,928.59190044985,0.984252,0.223694,0.9601706344,0,0,-0.894776,191.1, -1.1, -2,0,0,1024,1024,1024,1024,0,0,0,0,194.1,-15.7,96,4.078,4.064,4.068,0,0,0,3.785,76.82,928.59190044985,0.984252,11,AutoTakeoff,
3100,2022-07-04 22:37:21,40.4412162402016,-79.9468839979362,1.312336,,,928.91998444985,1.312336,0,0.99234583228,1.4070210424,17,5,12.478,928.91998444985,1.312336,0.223694,0.99234583228,0,0,-1.11847,191, -1.3, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,194,-15.7,96,4.078,4.064,4.068,0,0,0,3.785,76.82,928.91998444985,1.312336,11,AutoTakeoff,
3200,2022-07-04 22:37:21,40.4412161832667,-79.9468838774437,1.312336,,,928.91998444985,1.64042,0,1.02157811668,1.44640096492,17,5,12.478,928.91998444985,1.312336,0.223694,1.02157811668,0,0,-1.11847,191, -1.4, -0.6,0,0,1024,1024,1024,1024,0,0,0,0,193.9,-15.7,96,4.078,4.064,4.068,0,0,0,3.785,76.82,928.91998444985,1.312336,11,AutoTakeoff,
3300,2022-07-04 22:37:21,40.4412161600964,-79.9468839176254,1.64042,,,929.24806844985,1.64042,0,1.02652234256,1.4604003092,17,5,12.478,929.24806844985,1.64042,0.223694,1.02652234256,0,0,-1.11847,191, -1.7, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,193.8,-15.7,96,4.078,4.064,4.068,0,0,0,3.785,76.82,929.24806844985,1.64042,11,AutoTakeoff,
3400,2022-07-04 22:37:21,40.4412161039702,-79.9468838094127,1.64042,,,929.24806844985,1.968504,0,1.05478677916,1.49676185892,17,5,12.478,929.24806844985,1.64042,0.223694,1.05478677916,0,0,-0.894776,191, -2, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,193.7,-15.7,96,4.078,4.064,4.068,0,0,0,3.785,76.82,929.24806844985,1.64042,11,AutoTakeoff,
3500,2022-07-04 22:37:21,40.441216219603,-79.9468839049509,1.968504,,,929.57615244985,1.968504,0,1.00668310308,1.54659781852,17,5,12.478,929.57615244985,1.968504,0.223694,1.05478677916,0,0,-0.894776,191.1, -2.2, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,193.7,-15.7,96,4.078,4.064,4.068,0,0,0,3.785,76.82,929.57615244985,1.968504,11,AutoTakeoff,
3600,2022-07-04 22:37:21,40.4412161488011,-79.9468838037602,1.968504,,,929.57615244985,2.296588,0,1.0396653876,1.58476711108,17,5,12.478,929.57615244985,1.968504,0.223694,1.05478677916,0,0,-0.894776,191.1, -2, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,193.6,-15.7,96,4.078,4.064,4.068,0,0,0,3.785,76.82,929.57615244985,1.968504,11,AutoTakeoff,
3700,2022-07-04 22:37:21,40.4412163494637,-79.94688350953,2.296588,,,929.90423644985,2.296588,0,0.99981630496,1.694471839,17,5,12.478,929.90423644985,2.296588,0.223694,1.05478677916,0,0,-0.894776,190.9, -1.5, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,193.5,-15.7,96,4.078,4.064,4.068,0,0,0,3.785,76.82,929.90423644985,2.296588,11,AutoTakeoff,
3800,2022-07-04 22:37:21,40.4412162775366,-79.9468833890769,2.296588,,,929.90423644985,2.624672,0,1.03740488884,1.73698496372,17,5,12.272,929.90423644985,2.296588,0.223694,1.05478677916,0,0,-0.894776,191, -1.1, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,193.5,-15.7,96,4.07,4.057,4.062,0,0,0,4.646,76.82,929.90423644985,2.296588,11,AutoTakeoff,
3900,2022-07-04 22:37:22,40.4412162808276,-79.9468836145037,2.296588,,,929.90423644985,2.952756,0,1.01184714524,1.7995899526,17,5,12.272,929.90423644985,2.296588,0.223694,1.05478677916,0,0,-0.894776,190.9, -1.1, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,193.4,-15.7,96,4.07,4.057,4.062,0,0,0,4.646,76.82,929.90423644985,2.296588,11,AutoTakeoff,
4000,2022-07-04 22:37:22,40.4412162167952,-79.9468835291025,2.624672,,,930.23232044985,2.952756,0,1.04233599136,1.83288063608,17,5,12.272,930.23232044985,2.624672,0.223694,1.05478677916,0,0,-1.11847,191, -0.9, -1,0,0,1024,1024,1024,1024,0,0,0,0,193.3,-15.7,96,4.07,4.057,4.062,0,0,0,4.646,76.82,930.23232044985,2.624672,11,AutoTakeoff,
4100,2022-07-04 22:37:22,40.4412161392886,-79.9468835776519,2.624672,,,930.23232044985,3.28084,0,1.06370410228,1.8642060964,17,5,12.272,930.23232044985,2.624672,0.223694,1.06370410228,0,0,-1.11847,190.9, -0.7, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,193.3,-15.7,96,4.07,4.057,4.062,0,0,0,4.646,76.82,930.23232044985,2.624672,11,AutoTakeoff,
4200,2022-07-04 22:37:22,40.4412160805342,-79.9468835092656,2.952756,,,930.56040444985,3.28084,0,1.09054793516,1.89284454876,17,5,12.272,930.56040444985,2.952756,0.223694,1.09054793516,0,0,-1.11847,191, -0.6, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,193.2,-15.7,96,4.07,4.057,4.062,0,0,0,4.646,76.82,930.56040444985,2.952756,11,AutoTakeoff,
4300,2022-07-04 22:37:22,40.4412163972533,-79.9468835436683,2.952756,,,930.56040444985,3.28084,0,0.98004924396,2.0087927152,17,5,12.272,930.56040444985,2.952756,0.223694,1.09054793516,0,0,-0.894776,190.9, -0.7, -0.8,0,0,1024,1024,1024,1024,0,0,0,0,193.2,-15.7,96,4.07,4.057,4.062,0,0,0,4.646,76.82,930.56040444985,2.952756,11,AutoTakeoff,
4400,2022-07-04 22:37:22,40.4412163825874,-79.9468834906322,3.28084,,,930.88848844985,3.608924,0,0.99086617344,2.02446200704,16,5,12.272,930.88848844985,3.28084,0.223694,1.09054793516,0,0,-0.894776,191, -0.7, -1,0,0,1024,1024,1024,1024,0,0,0,0,193.2,-15.7,96,4.07,4.057,4.062,0,0,0,4.646,76.82,930.88848844985,3.28084,6,P-GPS,
4500,2022-07-04 22:37:22,40.4412164896418,-79.9468834926872,3.28084,,,930.88848844985,3.608924,0,0.95508205156,2.06352696892,16,5,12.272,930.88848844985,3.28084,0.223694,1.09054793516,0,0,-0.671082,190.7, -0.4, -1.1,0,0,1209,1024,1024,1024,28,0,0,0,193.2,-15.7,96,4.07,4.057,4.062,0,0,0,4.646,76.82,930.88848844985,3.28084,6,P-GPS,
4600,2022-07-04 22:37:22,40.4412164989113,-79.9468834478661,3.608924,,,931.21657244985,3.937008,0,0.957349112,2.07642395096,17,5,12.272,931.21657244985,3.608924,0.223694,1.09054793516,0,0,-0.447388,190.7, -0.5, -0.9,0,0,1209,1024,1024,1024,28,0,0,0,193.2,-15.7,96,4.07,4.057,4.062,0,0,0,4.646,76.82,931.21657244985,3.608924,6,P-GPS,
4700,2022-07-04 22:37:22,40.4412168932051,-79.9468835800057,3.608924,,,931.21657244985,3.937008,0,0.81234254568,2.2248852418,17,5,12.272,931.21657244985,3.608924,0.223694,1.09054793516,0,0,-0.223694,190.8, -2.1, -0.7,0,0,1323,1024,1024,1024,45,0,0,0,193.2,-15.7,96,4.07,4.057,4.062,0,0,0,4.646,76.82,931.21657244985,3.608924,6,P-GPS,
4800,2022-07-04 22:37:22,40.4412169390215,-79.9468835685113,3.608924,,,931.21657244985,3.937008,0,0.79911091796,2.24190623972,17,5,12.2,931.21657244985,3.608924,0.223694,1.09054793516,0,0,0,191, -6.7, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,193.2,-15.7,96,4.084,4.076,4.08,0,0,0,7.052,76.82,931.21657244985,3.608924,6,P-GPS,
4900,2022-07-04 22:37:23,40.4412173140211,-79.9468833841318,3.608924,,,931.21657244985,3.937008,0.223694,0.7119750884,2.38798892156,17,5,12.2,931.21657244985,3.608924,0.223694,1.09054793516,-0.223694,0,0,191.1, -6, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,193.2,-15.7,96,4.084,4.076,4.08,0,0,0,7.052,76.82,931.21657244985,3.608924,6,P-GPS,
5000,2022-07-04 22:37:23,40.4412172710927,-79.9468834122573,3.608924,,,931.21657244985,3.937008,0.223694,0.71982941936,2.40548892212,17,5,12.2,931.21657244985,3.608924,0.223694,1.09054793516,-0.223694,0,0,191.2, -0.9, -0.9,0,0,1024,1024,1024,1024,0,0,0,0,193.2,-15.7,96,4.084,4.076,4.08,0,0,0,7.052,76.82,931.21657244985,3.608924,6,P-GPS,
5100,2022-07-04 22:37:23,40.4412174561157,-79.9468834342588,3.608924,,,931.21657244985,4.265092,0.223694,0.66267062488,2.47327107652,17,5,12.2,931.21657244985,3.608924,0.223694,1.09054793516,-0.223694,0,0,191.2, 0.7, -1,0,0,1024,1024,1024,1024,0,0,0,0,193.2,-15.7,96,4.084,4.076,4.08,0,0,0,7.052,76.82,931.21657244985,3.608924,6,P-GPS,
5200,2022-07-04 22:37:23,40.4412174475751,-79.9468834751509,3.608924,,,931.21657244985,4.265092,0.223694,0.65799214704,2.48504601128,17,5,12.2,931.21657244985,3.608924,0.223694,1.09054793516,-0.223694,0,0,191.2, 1.1, -1,0,0,1024,1024,1024,1024,0,0,0,0,193.2,-15.7,96,4.084,4.076,4.08,0,0,0,7.052,76.82,931.21657244985,3.608924,6,P-GPS,
5300,2022-07-04 22:37:23,40.4412175648784,-79.946883564158,3.608924,,,931.21657244985,3.937008,0.223694,0.60912731608,2.53446858504,17,5,12.2,931.21657244985,3.608924,0.223694,1.09054793516,-0.223694,0,0,191.3, 0.9, -1,0,0,1024,1024,1028,1024,0,0,1,0,193.2,-15.7,96,4.084,4.076,4.08,0,0,0,7.052,76.82,931.21657244985,3.608924,6,P-GPS,
5400,2022-07-04 22:37:23,40.4412176331856,-79.9468836042171,3.608924,,,931.21657244985,3.937008,0,0.58279529424,2.56175861216,17,5,12.2,931.21657244985,3.608924,0.223694,1.09054793516,0,0,0,191.3, 1.3, -1.1,0,0,1024,1024,1108,1024,0,0,13,0,193.2,-15.7,96,4.084,4.076,4.08,0,0,0,7.052,76.82,931.21657244985,3.608924,6,P-GPS,
5500,2022-07-04 22:37:23,40.4412177674979,-79.9468836905117,3.608924,,,931.21657244985,3.937008,0,0.52992783848,2.61630913884,17,5,12.2,931.21657244985,3.608924,0.223694,1.09054793516,0,0,0,191.3, 1.6, -1.5,0,0,1024,1024,1108,1024,0,0,13,0,193.2,-15.7,96,4.084,4.076,4.08,0,0,0,7.052,76.82,931.21657244985,3.608924,6,P-GPS,
5600,2022-07-04 22:37:23,40.4412179159539,-79.9468837108083,3.608924,,,931.21657244985,3.937008,0,0.48637796832,2.67076452116,17,5,12.2,931.21657244985,3.608924,0.223694,1.09054793516,0,0,0,191.3, 0.5, -1.4,0,0,1024,1024,1454,1024,0,0,65,0,193.2,-15.7,96,4.084,4.076,4.08,0,0,0,7.052,76.82,931.21657244985,3.608924,6,P-GPS,
5700,2022-07-04 22:37:23,40.4412178846259,-79.9468837189061,3.608924,,,931.21657244985,3.937008,0,0.4930118268,2.682414784,17,5,12.2,931.21657244985,3.608924,0.223694,1.09054793516,0,0,-0.447388,191.2, -0.6, -0.7,0,0,1024,1024,1454,1024,0,0,65,0,193.2,-15.7,96,4.084,4.076,4.08,0,0,0,7.052,76.82,931.21657244985,3.608924,6,P-GPS,
5800,2022-07-04 22:37:24,40.4412180499407,-79.946883721903,3.608924,,,931.21657244985,4.265092,0,0.45062665484,2.7427330274,17,5,12.18,931.21657244985,3.608924,0.223694,1.09054793516,0,0,-1.565858,191.2, -0.8, -0.4,0,0,1024,1024,1454,1024,0,0,65,0,193.2,-15.7,96,3.982,3.957,3.96,0,0,0,7.026,76.82,931.21657244985,3.608924,6,P-GPS,
5900,2022-07-04 22:37:24,40.4412179902862,-79.9468837592901,3.937008,,,931.54465644985,4.593176,0,0.45773295428,2.7668472014,17,5,12.18,931.54465644985,3.937008,0.223694,1.09054793516,0,0,-2.684328,191.4, -0.6, -0.5,0,0,1024,1024,1446,1024,0,0,64,0,193.2,-15.7,96,3.982,3.957,3.96,0,0,0,7.026,76.82,931.54465644985,3.937008,6,P-GPS,
6000,2022-07-04 22:37:24,40.4412181360276,-79.9468837830127,4.593176,,,932.20082444985,4.92126,0,0.41736221808,2.82042988028,17,5,12.18,932.20082444985,4.593176,0.223694,1.09054793516,0,0,-3.802798,191.5, 0, -0.9,0,0,1024,1024,1474,1024,0,0,68,0,193.2,-15.7,96,3.982,3.957,3.96,0,0,0,7.026,76.82,932.20082444985,4.593176,6,P-GPS,
6100,2022-07-04 22:37:24,40.4412178955693,-79.9468835795155,5.249344,,,932.85699244985,5.577428,0,0.51772639452,2.92478355816,17,5,12.18,932.85699244985,5.249344,0.223694,1.09054793516,0,0,-4.697574,191.4, 0.3, -1.1,0,0,1024,1024,1470,1024,0,0,68,0,193.2,-15.7,96,3.982,3.957,3.96,0,0,0,7.026,76.82,932.85699244985,5.249344,6,P-GPS,
6200,2022-07-04 22:37:24,40.4412180312554,-79.9468835616786,5.905512,,,933.51316044985,6.56168,0,0.48919620988,2.97453421592,17,5,12.18,933.51316044985,5.905512,0.223694,1.09054793516,0,0,-5.59235,191.3, 0.2, -1.2,0,0,1024,1024,1219,1024,0,0,30,0,193.2,-15.7,96,3.982,3.957,3.96,0,0,0,7.026,76.82,933.51316044985,5.905512,6,P-GPS,
6300,2022-07-04 22:37:24,40.4412178403944,-79.9468836949009,6.889764,,,934.49741244985,7.545932,0,0.5093340058,3.05338592448,17,5,12.18,934.49741244985,6.889764,0.223694,1.09054793516,0,0,-6.039738,191.3, -0.2, -1,0,0,1024,1024,1024,1024,0,0,0,0,193.2,-15.7,96,3.982,3.957,3.96,0,0,0,7.026,76.82,934.49741244985,6.889764,6,P-GPS,
6400,2022-07-04 22:37:24,40.4412179940972,-79.9468836443988,7.874016,,,935.48166444985,8.530184,0,0.48023951668,3.11119104444,17,5,12.18,935.48166444985,7.874016,0.223694,1.09054793516,0,0,-5.59235,191.3, -0.5, -0.7,0,0,1024,1024,1024,1024,0,0,0,0,193.2,-15.7,96,3.982,3.957,3.96,0,0,0,7.026,76.82,935.48166444985,7.874016,6,P-GPS,
6500,2022-07-04 22:37:24,40.4412178712538,-79.946883686715,8.530184,,,936.13783244985,9.186352,0,0.50271655152,3.15752634776,17,5,12.18,936.13783244985,8.530184,0.223694,1.09054793516,0,0,-4.921268,191.4, -0.8, -0.2,0,0,1024,1024,1100,1024,0,0,12,0,193.2,-15.7,96,3.982,3.957,3.96,0,0,0,7.026,76.82,936.13783244985,8.530184,6,P-GPS,
6600,2022-07-04 22:37:24,40.44121802519,-79.9468836145413,9.186352,,,936.79400044985,9.84252,0,0.4791830862,3.21715561476,17,5,12.18,936.79400044985,9.186352,0.223694,1.09054793516,0,0,-4.026492,191.6, -1.3, 0.2,0,0,1024,1024,1302,1024,0,0,42,0,193.2,-15.7,96,3.982,3.957,3.96,0,0,0,7.026,76.82,936.79400044985,9.186352,6,P-GPS,
